Plot Title: PigeonPt_1.11.20_COHEN LAB,,,
#,"Date Time, GMT-08:00","Temp, °F (LGR S/N: 20572409, SEN S/N: 20572409)",End Of File (LGR S/N: 20572409)
92,1/13/2021 0:25,53.449,
93,1/13/2021 0:30,53.274,
94,1/13/2021 0:35,53.449,
95,1/13/2021 0:40,53.449,
96,1/13/2021 0:45,53.274,
97,1/13/2021 0:50,53.274,
98,1/13/2021 0:55,53.449,
99,1/13/2021 1:00,53.449,
100,1/13/2021 1:05,53.449,
101,1/13/2021 1:10,53.449,
102,1/13/2021 1:15,53.274,
103,1/13/2021 1:20,53.274,
104,1/13/2021 1:25,53.449,
105,1/13/2021 1:30,53.449,
106,1/13/2021 1:35,53.449,
107,1/13/2021 1:40,53.449,
108,1/13/2021 1:45,53.274,
109,1/13/2021 1:50,53.274,
110,1/13/2021 1:55,53.449,
111,1/13/2021 2:00,53.449,
112,1/13/2021 2:05,53.274,
113,1/13/2021 2:10,53.449,
114,1/13/2021 2:15,53.274,
115,1/13/2021 2:20,53.274,
116,1/13/2021 2:25,53.274,
117,1/13/2021 2:30,53.274,
118,1/13/2021 2:35,53.274,
119,1/13/2021 2:40,53.274,
120,1/13/2021 2:45,53.274,
121,1/13/2021 2:50,53.274,
122,1/13/2021 2:55,53.274,
123,1/13/2021 3:00,53.274,
124,1/13/2021 3:05,53.274,
125,1/13/2021 3:10,53.274,
126,1/13/2021 3:15,53.274,
127,1/13/2021 3:20,53.274,
128,1/13/2021 3:25,53.274,
129,1/13/2021 3:30,53.274,
130,1/13/2021 3:35,53.274,
131,1/13/2021 3:40,53.274,
132,1/13/2021 3:45,53.274,
133,1/13/2021 3:50,53.274,
134,1/13/2021 3:55,53.274,
135,1/13/2021 4:00,53.274,
136,1/13/2021 4:05,53.274,
137,1/13/2021 4:10,53.274,
138,1/13/2021 4:15,53.274,
139,1/13/2021 4:20,53.274,
140,1/13/2021 4:25,53.274,
141,1/13/2021 4:30,53.274,
142,1/13/2021 4:35,53.274,
143,1/13/2021 4:40,53.274,
144,1/13/2021 4:45,53.274,
145,1/13/2021 4:50,53.1,
146,1/13/2021 4:55,53.1,
147,1/13/2021 5:00,53.1,
148,1/13/2021 5:05,53.1,
149,1/13/2021 5:10,53.1,
150,1/13/2021 5:15,53.1,
151,1/13/2021 5:20,53.1,
152,1/13/2021 5:25,53.1,
153,1/13/2021 5:30,53.1,
154,1/13/2021 5:35,53.1,
155,1/13/2021 5:40,53.1,
156,1/13/2021 5:45,53.1,
157,1/13/2021 5:50,53.1,
158,1/13/2021 5:55,53.1,
159,1/13/2021 6:00,53.1,
160,1/13/2021 6:05,53.1,
161,1/13/2021 6:10,53.1,
162,1/13/2021 6:15,53.1,
163,1/13/2021 6:20,53.1,
164,1/13/2021 6:25,53.1,
165,1/13/2021 6:30,53.1,
166,1/13/2021 6:35,53.1,
167,1/13/2021 6:40,53.1,
168,1/13/2021 6:45,53.1,
169,1/13/2021 6:50,53.1,
170,1/13/2021 6:55,53.1,
171,1/13/2021 7:00,53.1,
172,1/13/2021 7:05,53.1,
173,1/13/2021 7:10,53.1,
174,1/13/2021 7:15,53.1,
175,1/13/2021 7:20,53.1,
176,1/13/2021 7:25,53.1,
177,1/13/2021 7:30,53.1,
178,1/13/2021 7:35,53.1,
179,1/13/2021 7:40,53.1,
180,1/13/2021 7:45,53.1,
181,1/13/2021 7:50,53.1,
182,1/13/2021 7:55,53.1,
183,1/13/2021 8:00,53.1,
184,1/13/2021 8:05,53.1,
185,1/13/2021 8:10,53.1,
186,1/13/2021 8:15,53.1,
187,1/13/2021 8:20,53.1,
188,1/13/2021 8:25,53.1,
189,1/13/2021 8:30,53.1,
190,1/13/2021 8:35,53.1,
191,1/13/2021 8:40,53.1,
192,1/13/2021 8:45,53.1,
193,1/13/2021 8:50,53.1,
194,1/13/2021 8:55,53.1,
195,1/13/2021 9:00,53.1,
196,1/13/2021 9:05,53.1,
197,1/13/2021 9:10,53.1,
198,1/13/2021 9:15,53.1,
199,1/13/2021 9:20,53.1,
200,1/13/2021 9:25,53.274,
201,1/13/2021 9:30,53.274,
202,1/13/2021 9:35,53.274,
203,1/13/2021 9:40,53.274,
204,1/13/2021 9:45,53.274,
205,1/13/2021 9:50,53.274,
206,1/13/2021 9:55,53.274,
207,1/13/2021 10:00,53.274,
208,1/13/2021 10:05,53.274,
209,1/13/2021 10:10,53.274,
210,1/13/2021 10:15,53.274,
211,1/13/2021 10:20,53.274,
212,1/13/2021 10:25,53.274,
213,1/13/2021 10:30,53.274,
214,1/13/2021 10:35,53.274,
215,1/13/2021 10:40,53.274,
216,1/13/2021 10:45,53.274,
217,1/13/2021 10:50,53.274,
218,1/13/2021 10:55,53.274,
219,1/13/2021 11:00,53.274,
220,1/13/2021 11:05,53.274,
221,1/13/2021 11:10,53.274,
222,1/13/2021 11:15,53.274,
223,1/13/2021 11:20,53.274,
224,1/13/2021 11:25,53.449,
225,1/13/2021 11:30,53.449,
226,1/13/2021 11:35,53.449,
227,1/13/2021 11:40,53.449,
228,1/13/2021 11:45,53.449,
229,1/13/2021 11:50,53.449,
230,1/13/2021 11:55,53.449,
231,1/13/2021 12:00,53.449,
232,1/13/2021 12:05,53.449,
233,1/13/2021 12:10,53.449,
234,1/13/2021 12:15,53.449,
235,1/13/2021 12:20,53.449,
236,1/13/2021 12:25,53.449,
237,1/13/2021 12:30,53.623,
238,1/13/2021 12:35,53.623,
239,1/13/2021 12:40,53.623,
240,1/13/2021 12:45,53.623,
241,1/13/2021 12:50,53.623,
242,1/13/2021 12:55,53.623,
243,1/13/2021 13:00,53.623,
244,1/13/2021 13:05,53.623,
245,1/13/2021 13:10,53.623,
246,1/13/2021 13:15,53.623,
247,1/13/2021 13:20,53.623,
248,1/13/2021 13:25,53.623,
249,1/13/2021 13:30,53.623,
250,1/13/2021 13:35,53.623,
251,1/13/2021 13:40,53.623,
252,1/13/2021 13:45,53.623,
253,1/13/2021 13:50,53.623,
254,1/13/2021 13:55,53.623,
255,1/13/2021 14:00,53.623,
256,1/13/2021 14:05,53.623,
257,1/13/2021 14:10,53.798,
258,1/13/2021 14:15,53.798,
259,1/13/2021 14:20,53.798,
260,1/13/2021 14:25,53.798,
261,1/13/2021 14:30,53.623,
262,1/13/2021 14:35,53.623,
263,1/13/2021 14:40,53.798,
264,1/13/2021 14:45,53.623,
265,1/13/2021 14:50,53.798,
266,1/13/2021 14:55,53.798,
267,1/13/2021 15:00,53.798,
268,1/13/2021 15:05,53.798,
269,1/13/2021 15:10,53.798,
270,1/13/2021 15:15,53.798,
271,1/13/2021 15:20,53.798,
272,1/13/2021 15:25,53.798,
273,1/13/2021 15:30,53.798,
274,1/13/2021 15:35,53.798,
275,1/13/2021 15:40,53.798,
276,1/13/2021 15:45,53.798,
277,1/13/2021 15:50,53.798,
278,1/13/2021 15:55,53.798,
279,1/13/2021 16:00,53.798,
280,1/13/2021 16:05,53.973,
281,1/13/2021 16:10,53.973,
282,1/13/2021 16:15,53.798,
283,1/13/2021 16:20,53.798,
284,1/13/2021 16:25,53.798,
285,1/13/2021 16:30,53.973,
286,1/13/2021 16:35,53.973,
287,1/13/2021 16:40,53.973,
288,1/13/2021 16:45,53.973,
289,1/13/2021 16:50,53.973,
290,1/13/2021 16:55,53.973,
291,1/13/2021 17:00,53.798,
292,1/13/2021 17:05,53.798,
293,1/13/2021 17:10,53.623,
294,1/13/2021 17:15,53.449,
295,1/13/2021 17:20,53.274,
296,1/13/2021 17:25,53.274,
297,1/13/2021 17:30,53.1,
298,1/13/2021 17:35,53.1,
299,1/13/2021 17:40,52.925,
300,1/13/2021 17:45,52.925,
301,1/13/2021 17:50,52.75,
302,1/13/2021 17:55,52.75,
303,1/13/2021 18:00,52.75,
304,1/13/2021 18:05,52.75,
305,1/13/2021 18:10,52.75,
306,1/13/2021 18:15,52.401,
307,1/13/2021 18:20,52.225,
308,1/13/2021 18:25,52.05,
309,1/13/2021 18:30,52.05,
310,1/13/2021 18:35,52.05,
311,1/13/2021 18:40,52.05,
312,1/13/2021 18:45,51.874,
313,1/13/2021 18:50,52.05,
314,1/13/2021 18:55,52.05,
315,1/13/2021 19:00,52.05,
316,1/13/2021 19:05,52.05,
317,1/13/2021 19:10,52.05,
318,1/13/2021 19:15,51.699,
319,1/13/2021 19:20,51.699,
320,1/13/2021 19:25,51.874,
321,1/13/2021 19:30,51.699,
322,1/13/2021 19:35,51.523,
323,1/13/2021 19:40,51.874,
324,1/13/2021 19:45,52.05,
325,1/13/2021 19:50,51.523,
326,1/13/2021 19:55,52.576,
327,1/13/2021 20:00,52.576,
328,1/13/2021 20:05,52.75,
329,1/13/2021 20:10,52.925,
330,1/13/2021 20:15,53.1,
331,1/13/2021 20:20,53.1,
332,1/13/2021 20:25,53.274,
333,1/13/2021 20:30,53.274,
334,1/13/2021 20:35,53.274,
335,1/13/2021 20:40,53.449,
336,1/13/2021 20:45,53.449,
337,1/13/2021 20:50,53.449,
338,1/13/2021 20:55,53.449,
339,1/13/2021 21:00,53.449,
340,1/13/2021 21:05,53.449,
341,1/13/2021 21:10,53.449,
342,1/13/2021 21:15,53.449,
343,1/13/2021 21:20,53.449,
344,1/13/2021 21:25,53.449,
345,1/13/2021 21:30,53.449,
346,1/13/2021 21:35,53.449,
347,1/13/2021 21:40,53.449,
348,1/13/2021 21:45,53.449,
349,1/13/2021 21:50,53.449,
350,1/13/2021 21:55,53.449,
351,1/13/2021 22:00,53.449,
352,1/13/2021 22:05,53.449,
353,1/13/2021 22:10,53.449,
354,1/13/2021 22:15,53.449,
355,1/13/2021 22:20,53.449,
356,1/13/2021 22:25,53.449,
357,1/13/2021 22:30,53.449,
358,1/13/2021 22:35,53.449,
359,1/13/2021 22:40,53.449,
360,1/13/2021 22:45,53.449,
361,1/13/2021 22:50,53.449,
362,1/13/2021 22:55,53.449,
363,1/13/2021 23:00,53.449,
364,1/13/2021 23:05,53.449,
365,1/13/2021 23:10,53.274,
366,1/13/2021 23:15,53.274,
367,1/13/2021 23:20,53.274,
368,1/13/2021 23:25,53.274,
369,1/13/2021 23:30,53.274,
370,1/13/2021 23:35,53.274,
371,1/13/2021 23:40,53.274,
372,1/13/2021 23:45,53.274,
373,1/13/2021 23:50,53.274,
374,1/13/2021 23:55,53.274,
375,1/14/2021 0:00,53.274,
376,1/14/2021 0:05,53.274,
377,1/14/2021 0:10,53.274,
378,1/14/2021 0:15,53.274,
379,1/14/2021 0:20,53.274,
380,1/14/2021 0:25,53.274,
381,1/14/2021 0:30,53.274,
382,1/14/2021 0:35,53.274,
383,1/14/2021 0:40,53.274,
384,1/14/2021 0:45,53.274,
385,1/14/2021 0:50,53.274,
386,1/14/2021 0:55,53.274,
387,1/14/2021 1:00,53.274,
388,1/14/2021 1:05,53.274,
389,1/14/2021 1:10,53.274,
390,1/14/2021 1:15,53.274,
391,1/14/2021 1:20,53.274,
392,1/14/2021 1:25,53.274,
393,1/14/2021 1:30,53.274,
394,1/14/2021 1:35,53.274,
395,1/14/2021 1:40,53.274,
396,1/14/2021 1:45,53.274,
397,1/14/2021 1:50,53.274,
398,1/14/2021 1:55,53.1,
399,1/14/2021 2:00,53.1,
400,1/14/2021 2:05,53.1,
401,1/14/2021 2:10,53.1,
402,1/14/2021 2:15,53.1,
403,1/14/2021 2:20,53.1,
404,1/14/2021 2:25,53.1,
405,1/14/2021 2:30,53.1,
406,1/14/2021 2:35,53.1,
407,1/14/2021 2:40,53.1,
408,1/14/2021 2:45,53.1,
409,1/14/2021 2:50,53.1,
410,1/14/2021 2:55,53.1,
411,1/14/2021 3:00,53.1,
412,1/14/2021 3:05,53.1,
413,1/14/2021 3:10,53.1,
414,1/14/2021 3:15,53.1,
415,1/14/2021 3:20,53.1,
416,1/14/2021 3:25,53.1,
417,1/14/2021 3:30,53.1,
418,1/14/2021 3:35,53.1,
419,1/14/2021 3:40,53.1,
420,1/14/2021 3:45,53.1,
421,1/14/2021 3:50,53.1,
422,1/14/2021 3:55,53.1,
423,1/14/2021 4:00,53.1,
424,1/14/2021 4:05,53.1,
425,1/14/2021 4:10,53.1,
426,1/14/2021 4:15,53.1,
427,1/14/2021 4:20,53.1,
428,1/14/2021 4:25,53.1,
429,1/14/2021 4:30,53.1,
430,1/14/2021 4:35,53.1,
431,1/14/2021 4:40,53.1,
432,1/14/2021 4:45,53.1,
433,1/14/2021 4:50,53.1,
434,1/14/2021 4:55,53.1,
435,1/14/2021 5:00,52.925,
436,1/14/2021 5:05,53.1,
437,1/14/2021 5:10,53.1,
438,1/14/2021 5:15,53.1,
439,1/14/2021 5:20,53.1,
440,1/14/2021 5:25,52.925,
441,1/14/2021 5:30,53.1,
442,1/14/2021 5:35,52.925,
443,1/14/2021 5:40,53.1,
444,1/14/2021 5:45,52.925,
445,1/14/2021 5:50,52.925,
446,1/14/2021 5:55,52.925,
447,1/14/2021 6:00,53.1,
448,1/14/2021 6:05,52.925,
449,1/14/2021 6:10,52.925,
450,1/14/2021 6:15,52.925,
451,1/14/2021 6:20,52.925,
452,1/14/2021 6:25,52.925,
453,1/14/2021 6:30,52.925,
454,1/14/2021 6:35,52.925,
455,1/14/2021 6:40,52.925,
456,1/14/2021 6:45,52.925,
457,1/14/2021 6:50,52.925,
458,1/14/2021 6:55,52.925,
459,1/14/2021 7:00,52.925,
460,1/14/2021 7:05,52.925,
461,1/14/2021 7:10,53.1,
462,1/14/2021 7:15,52.925,
463,1/14/2021 7:20,52.925,
464,1/14/2021 7:25,52.925,
465,1/14/2021 7:30,52.925,
466,1/14/2021 7:35,52.925,
467,1/14/2021 7:40,52.925,
468,1/14/2021 7:45,52.925,
469,1/14/2021 7:50,52.925,
470,1/14/2021 7:55,52.925,
471,1/14/2021 8:00,52.925,
472,1/14/2021 8:05,52.925,
473,1/14/2021 8:10,52.925,
474,1/14/2021 8:15,53.1,
475,1/14/2021 8:20,52.925,
476,1/14/2021 8:25,53.1,
477,1/14/2021 8:30,52.925,
478,1/14/2021 8:35,52.925,
479,1/14/2021 8:40,52.925,
480,1/14/2021 8:45,52.925,
481,1/14/2021 8:50,52.925,
482,1/14/2021 8:55,52.925,
483,1/14/2021 9:00,53.1,
484,1/14/2021 9:05,52.925,
485,1/14/2021 9:10,53.1,
486,1/14/2021 9:15,52.925,
487,1/14/2021 9:20,53.1,
488,1/14/2021 9:25,52.925,
489,1/14/2021 9:30,53.1,
490,1/14/2021 9:35,53.1,
491,1/14/2021 9:40,53.1,
492,1/14/2021 9:45,53.1,
493,1/14/2021 9:50,53.1,
494,1/14/2021 9:55,53.1,
495,1/14/2021 10:00,53.1,
496,1/14/2021 10:05,53.1,
497,1/14/2021 10:10,53.1,
498,1/14/2021 10:15,53.1,
499,1/14/2021 10:20,53.1,
500,1/14/2021 10:25,53.1,
501,1/14/2021 10:30,53.1,
502,1/14/2021 10:35,53.274,
503,1/14/2021 10:40,53.1,
504,1/14/2021 10:45,53.1,
505,1/14/2021 10:50,53.274,
506,1/14/2021 10:55,53.274,
507,1/14/2021 11:00,53.274,
508,1/14/2021 11:05,53.274,
509,1/14/2021 11:10,53.1,
510,1/14/2021 11:15,53.1,
511,1/14/2021 11:20,53.274,
512,1/14/2021 11:25,53.274,
513,1/14/2021 11:30,53.274,
514,1/14/2021 11:35,53.274,
515,1/14/2021 11:40,53.274,
516,1/14/2021 11:45,53.274,
517,1/14/2021 11:50,53.274,
518,1/14/2021 11:55,53.274,
519,1/14/2021 12:00,53.449,
520,1/14/2021 12:05,53.274,
521,1/14/2021 12:10,53.274,
522,1/14/2021 12:15,53.274,
523,1/14/2021 12:20,53.274,
524,1/14/2021 12:25,53.449,
525,1/14/2021 12:30,53.449,
526,1/14/2021 12:35,53.449,
527,1/14/2021 12:40,53.449,
528,1/14/2021 12:45,53.449,
529,1/14/2021 12:50,53.449,
530,1/14/2021 12:55,53.449,
531,1/14/2021 13:00,53.449,
532,1/14/2021 13:05,53.449,
533,1/14/2021 13:10,53.449,
534,1/14/2021 13:15,53.449,
535,1/14/2021 13:20,53.449,
536,1/14/2021 13:25,53.449,
537,1/14/2021 13:30,53.623,
538,1/14/2021 13:35,53.623,
539,1/14/2021 13:40,53.623,
540,1/14/2021 13:45,53.623,
541,1/14/2021 13:50,53.623,
542,1/14/2021 13:55,53.623,
543,1/14/2021 14:00,53.623,
544,1/14/2021 14:05,53.623,
545,1/14/2021 14:10,53.623,
546,1/14/2021 14:15,53.623,
547,1/14/2021 14:20,53.623,
548,1/14/2021 14:25,53.623,
549,1/14/2021 14:30,53.623,
550,1/14/2021 14:35,53.798,
551,1/14/2021 14:40,53.798,
552,1/14/2021 14:45,53.798,
553,1/14/2021 14:50,53.798,
554,1/14/2021 14:55,53.798,
555,1/14/2021 15:00,53.798,
556,1/14/2021 15:05,53.798,
557,1/14/2021 15:10,53.973,
558,1/14/2021 15:15,53.973,
559,1/14/2021 15:20,53.973,
560,1/14/2021 15:25,53.973,
561,1/14/2021 15:30,53.973,
562,1/14/2021 15:35,53.973,
563,1/14/2021 15:40,53.973,
564,1/14/2021 15:45,53.973,
565,1/14/2021 15:50,53.973,
566,1/14/2021 15:55,53.973,
567,1/14/2021 16:00,53.973,
568,1/14/2021 16:05,53.973,
569,1/14/2021 16:10,53.973,
570,1/14/2021 16:15,53.973,
571,1/14/2021 16:20,53.973,
572,1/14/2021 16:25,53.973,
573,1/14/2021 16:30,53.973,
574,1/14/2021 16:35,53.973,
575,1/14/2021 16:40,53.798,
576,1/14/2021 16:45,53.798,
577,1/14/2021 16:50,53.798,
578,1/14/2021 16:55,53.449,
579,1/14/2021 17:00,53.274,
580,1/14/2021 17:05,53.274,
581,1/14/2021 17:10,53.1,
582,1/14/2021 17:15,53.1,
583,1/14/2021 17:20,52.925,
584,1/14/2021 17:25,52.925,
585,1/14/2021 17:30,52.925,
586,1/14/2021 17:35,52.576,
587,1/14/2021 17:40,52.75,
588,1/14/2021 17:45,52.75,
589,1/14/2021 17:50,52.75,
590,1/14/2021 17:55,52.75,
591,1/14/2021 18:00,52.576,
592,1/14/2021 18:05,52.401,
593,1/14/2021 18:10,52.401,
594,1/14/2021 18:15,52.401,
595,1/14/2021 18:20,52.225,
596,1/14/2021 18:25,52.225,
597,1/14/2021 18:30,52.401,
598,1/14/2021 18:35,52.401,
599,1/14/2021 18:40,52.576,
600,1/14/2021 18:45,52.576,
601,1/14/2021 18:50,52.576,
602,1/14/2021 18:55,52.576,
603,1/14/2021 19:00,52.576,
604,1/14/2021 19:05,52.576,
605,1/14/2021 19:10,52.576,
606,1/14/2021 19:15,52.576,
607,1/14/2021 19:20,52.576,
608,1/14/2021 19:25,52.401,
609,1/14/2021 19:30,52.401,
610,1/14/2021 19:35,52.401,
611,1/14/2021 19:40,52.401,
612,1/14/2021 19:45,52.576,
613,1/14/2021 19:50,52.576,
614,1/14/2021 19:55,52.401,
615,1/14/2021 20:00,52.401,
616,1/14/2021 20:05,52.75,
617,1/14/2021 20:10,52.576,
618,1/14/2021 20:15,52.75,
619,1/14/2021 20:20,52.75,
620,1/14/2021 20:25,53.1,
621,1/14/2021 20:30,53.1,
622,1/14/2021 20:35,53.1,
623,1/14/2021 20:40,53.1,
624,1/14/2021 20:45,53.1,
625,1/14/2021 20:50,53.1,
626,1/14/2021 20:55,53.1,
627,1/14/2021 21:00,53.274,
628,1/14/2021 21:05,53.274,
629,1/14/2021 21:10,53.274,
630,1/14/2021 21:15,53.274,
631,1/14/2021 21:20,53.274,
632,1/14/2021 21:25,53.274,
633,1/14/2021 21:30,53.274,
634,1/14/2021 21:35,53.274,
635,1/14/2021 21:40,53.274,
636,1/14/2021 21:45,53.274,
637,1/14/2021 21:50,53.274,
638,1/14/2021 21:55,53.1,
639,1/14/2021 22:00,53.1,
640,1/14/2021 22:05,53.274,
641,1/14/2021 22:10,53.1,
642,1/14/2021 22:15,53.1,
643,1/14/2021 22:20,53.1,
644,1/14/2021 22:25,53.1,
645,1/14/2021 22:30,53.1,
646,1/14/2021 22:35,53.1,
647,1/14/2021 22:40,53.1,
648,1/14/2021 22:45,53.1,
649,1/14/2021 22:50,53.1,
650,1/14/2021 22:55,53.1,
651,1/14/2021 23:00,53.1,
652,1/14/2021 23:05,53.1,
653,1/14/2021 23:10,53.1,
654,1/14/2021 23:15,53.1,
655,1/14/2021 23:20,53.1,
656,1/14/2021 23:25,53.1,
657,1/14/2021 23:30,53.1,
658,1/14/2021 23:35,53.1,
659,1/14/2021 23:40,53.1,
660,1/14/2021 23:45,53.1,
661,1/14/2021 23:50,53.1,
662,1/14/2021 23:55,53.1,
663,1/15/2021 0:00,53.1,
664,1/15/2021 0:05,53.1,
665,1/15/2021 0:10,53.1,
666,1/15/2021 0:15,53.1,
667,1/15/2021 0:20,52.925,
668,1/15/2021 0:25,52.925,
669,1/15/2021 0:30,53.1,
670,1/15/2021 0:35,52.925,
671,1/15/2021 0:40,53.1,
672,1/15/2021 0:45,53.1,
673,1/15/2021 0:50,53.1,
674,1/15/2021 0:55,53.1,
675,1/15/2021 1:00,53.1,
676,1/15/2021 1:05,53.1,
677,1/15/2021 1:10,52.925,
678,1/15/2021 1:15,53.1,
679,1/15/2021 1:20,52.925,
680,1/15/2021 1:25,53.1,
681,1/15/2021 1:30,53.1,
682,1/15/2021 1:35,52.925,
683,1/15/2021 1:40,52.925,
684,1/15/2021 1:45,52.925,
685,1/15/2021 1:50,52.925,
686,1/15/2021 1:55,52.925,
687,1/15/2021 2:00,52.925,
688,1/15/2021 2:05,52.925,
689,1/15/2021 2:10,52.925,
690,1/15/2021 2:15,52.925,
691,1/15/2021 2:20,52.925,
692,1/15/2021 2:25,52.925,
693,1/15/2021 2:30,52.925,
694,1/15/2021 2:35,52.925,
695,1/15/2021 2:40,52.925,
696,1/15/2021 2:45,52.925,
697,1/15/2021 2:50,52.925,
698,1/15/2021 2:55,52.925,
699,1/15/2021 3:00,52.925,
700,1/15/2021 3:05,52.925,
701,1/15/2021 3:10,52.925,
702,1/15/2021 3:15,52.925,
703,1/15/2021 3:20,52.925,
704,1/15/2021 3:25,52.925,
705,1/15/2021 3:30,52.925,
706,1/15/2021 3:35,52.925,
707,1/15/2021 3:40,52.925,
708,1/15/2021 3:45,52.925,
709,1/15/2021 3:50,52.925,
710,1/15/2021 3:55,52.925,
711,1/15/2021 4:00,52.925,
712,1/15/2021 4:05,52.925,
713,1/15/2021 4:10,52.925,
714,1/15/2021 4:15,52.925,
715,1/15/2021 4:20,52.925,
716,1/15/2021 4:25,52.925,
717,1/15/2021 4:30,52.925,
718,1/15/2021 4:35,52.925,
719,1/15/2021 4:40,52.925,
720,1/15/2021 4:45,52.925,
721,1/15/2021 4:50,52.925,
722,1/15/2021 4:55,52.925,
723,1/15/2021 5:00,52.925,
724,1/15/2021 5:05,52.925,
725,1/15/2021 5:10,52.925,
726,1/15/2021 5:15,52.925,
727,1/15/2021 5:20,52.925,
728,1/15/2021 5:25,52.925,
729,1/15/2021 5:30,52.925,
730,1/15/2021 5:35,52.925,
731,1/15/2021 5:40,52.925,
732,1/15/2021 5:45,52.925,
733,1/15/2021 5:50,52.925,
734,1/15/2021 5:55,52.925,
735,1/15/2021 6:00,52.925,
736,1/15/2021 6:05,52.925,
737,1/15/2021 6:10,52.925,
738,1/15/2021 6:15,52.925,
739,1/15/2021 6:20,52.925,
740,1/15/2021 6:25,52.925,
741,1/15/2021 6:30,52.925,
742,1/15/2021 6:35,52.925,
743,1/15/2021 6:40,52.925,
744,1/15/2021 6:45,52.925,
745,1/15/2021 6:50,52.925,
746,1/15/2021 6:55,52.925,
747,1/15/2021 7:00,52.925,
748,1/15/2021 7:05,52.925,
749,1/15/2021 7:10,52.925,
750,1/15/2021 7:15,52.925,
751,1/15/2021 7:20,52.925,
752,1/15/2021 7:25,52.925,
753,1/15/2021 7:30,52.925,
754,1/15/2021 7:35,52.925,
755,1/15/2021 7:40,52.925,
756,1/15/2021 7:45,52.925,
757,1/15/2021 7:50,52.925,
758,1/15/2021 7:55,52.925,
759,1/15/2021 8:00,52.925,
760,1/15/2021 8:05,52.925,
761,1/15/2021 8:10,52.925,
762,1/15/2021 8:15,52.925,
763,1/15/2021 8:20,52.925,
764,1/15/2021 8:25,53.1,
765,1/15/2021 8:30,53.1,
766,1/15/2021 8:35,53.1,
767,1/15/2021 8:40,53.1,
