"Plot Title: Pigeon Point_1.13.21_south_COHEN LAB"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20897317, SEN S/N: 20897317)","End Of File (LGR S/N: 20897317)"
155,01/13/21 05:34:00 PM,55.364,
156,01/13/21 05:35:00 PM,55.364,
157,01/13/21 05:36:00 PM,55.364,
158,01/13/21 05:37:00 PM,55.364,
159,01/13/21 05:38:00 PM,55.364,
160,01/13/21 05:39:00 PM,55.364,
161,01/13/21 05:40:00 PM,55.189,
162,01/13/21 05:41:00 PM,55.189,
163,01/13/21 05:42:00 PM,55.189,
164,01/13/21 05:43:00 PM,55.189,
165,01/13/21 05:44:00 PM,55.017,
166,01/13/21 05:45:00 PM,55.017,
167,01/13/21 05:46:00 PM,54.842,
168,01/13/21 05:47:00 PM,54.842,
169,01/13/21 05:48:00 PM,54.842,
170,01/13/21 05:49:00 PM,54.842,
171,01/13/21 05:50:00 PM,54.669,
172,01/13/21 05:51:00 PM,54.669,
173,01/13/21 05:52:00 PM,54.669,
174,01/13/21 05:53:00 PM,54.669,
175,01/13/21 05:54:00 PM,54.495,
176,01/13/21 05:55:00 PM,54.495,
177,01/13/21 05:56:00 PM,54.322,
178,01/13/21 05:57:00 PM,54.322,
179,01/13/21 05:58:00 PM,54.322,
180,01/13/21 05:59:00 PM,54.322,
181,01/13/21 06:00:00 PM,54.322,
182,01/13/21 06:01:00 PM,54.322,
183,01/13/21 06:02:00 PM,54.322,
184,01/13/21 06:03:00 PM,54.147,
185,01/13/21 06:04:00 PM,54.147,
186,01/13/21 06:05:00 PM,54.147,
187,01/13/21 06:06:00 PM,54.147,
188,01/13/21 06:07:00 PM,54.147,
189,01/13/21 06:08:00 PM,54.147,
190,01/13/21 06:09:00 PM,54.147,
191,01/13/21 06:10:00 PM,54.147,
192,01/13/21 06:11:00 PM,54.322,
193,01/13/21 06:12:00 PM,54.147,
194,01/13/21 06:13:00 PM,54.147,
195,01/13/21 06:14:00 PM,54.322,
196,01/13/21 06:15:00 PM,54.147,
197,01/13/21 06:16:00 PM,54.147,
198,01/13/21 06:17:00 PM,54.147,
199,01/13/21 06:18:00 PM,54.147,
200,01/13/21 06:19:00 PM,54.147,
201,01/13/21 06:20:00 PM,54.147,
202,01/13/21 06:21:00 PM,54.147,
203,01/13/21 06:22:00 PM,54.147,
204,01/13/21 06:23:00 PM,54.147,
205,01/13/21 06:24:00 PM,53.973,
206,01/13/21 06:25:00 PM,54.147,
207,01/13/21 06:26:00 PM,53.973,
208,01/13/21 06:27:00 PM,53.973,
209,01/13/21 06:28:00 PM,53.973,
210,01/13/21 06:29:00 PM,53.973,
211,01/13/21 06:30:00 PM,53.973,
212,01/13/21 06:31:00 PM,53.973,
213,01/13/21 06:32:00 PM,53.973,
214,01/13/21 06:33:00 PM,53.798,
215,01/13/21 06:34:00 PM,53.798,
216,01/13/21 06:35:00 PM,53.798,
217,01/13/21 06:36:00 PM,53.798,
218,01/13/21 06:37:00 PM,53.798,
219,01/13/21 06:38:00 PM,53.798,
220,01/13/21 06:39:00 PM,53.798,
221,01/13/21 06:40:00 PM,53.798,
222,01/13/21 06:41:00 PM,53.798,
223,01/13/21 06:42:00 PM,53.798,
224,01/13/21 06:43:00 PM,53.798,
225,01/13/21 06:44:00 PM,53.798,
226,01/13/21 06:45:00 PM,53.798,
227,01/13/21 06:46:00 PM,53.798,
228,01/13/21 06:47:00 PM,53.798,
229,01/13/21 06:48:00 PM,53.798,
230,01/13/21 06:49:00 PM,53.798,
231,01/13/21 06:50:00 PM,53.798,
232,01/13/21 06:51:00 PM,53.623,
233,01/13/21 06:52:00 PM,53.623,
234,01/13/21 06:53:00 PM,53.623,
235,01/13/21 06:54:00 PM,53.623,
236,01/13/21 06:55:00 PM,53.623,
237,01/13/21 06:56:00 PM,53.623,
238,01/13/21 06:57:00 PM,53.623,
239,01/13/21 06:58:00 PM,53.623,
240,01/13/21 06:59:00 PM,53.623,
241,01/13/21 07:00:00 PM,53.623,
242,01/13/21 07:01:00 PM,53.623,
243,01/13/21 07:02:00 PM,53.623,
244,01/13/21 07:03:00 PM,53.623,
245,01/13/21 07:04:00 PM,53.623,
246,01/13/21 07:05:00 PM,53.449,
247,01/13/21 07:06:00 PM,53.449,
248,01/13/21 07:07:00 PM,53.449,
249,01/13/21 07:08:00 PM,53.449,
250,01/13/21 07:09:00 PM,53.449,
251,01/13/21 07:10:00 PM,53.449,
252,01/13/21 07:11:00 PM,53.449,
253,01/13/21 07:12:00 PM,53.449,
254,01/13/21 07:13:00 PM,53.449,
255,01/13/21 07:14:00 PM,53.449,
256,01/13/21 07:15:00 PM,53.449,
257,01/13/21 07:16:00 PM,53.449,
258,01/13/21 07:17:00 PM,53.449,
259,01/13/21 07:18:00 PM,53.449,
260,01/13/21 07:19:00 PM,53.449,
261,01/13/21 07:20:00 PM,53.449,
262,01/13/21 07:21:00 PM,53.449,
263,01/13/21 07:22:00 PM,53.449,
264,01/13/21 07:23:00 PM,53.449,
265,01/13/21 07:24:00 PM,53.449,
266,01/13/21 07:25:00 PM,53.449,
267,01/13/21 07:26:00 PM,53.449,
268,01/13/21 07:27:00 PM,53.449,
269,01/13/21 07:28:00 PM,53.449,
270,01/13/21 07:29:00 PM,53.449,
271,01/13/21 07:30:00 PM,53.449,
272,01/13/21 07:31:00 PM,53.449,
273,01/13/21 07:32:00 PM,53.449,
274,01/13/21 07:33:00 PM,53.449,
275,01/13/21 07:34:00 PM,53.449,
276,01/13/21 07:35:00 PM,53.449,
277,01/13/21 07:36:00 PM,53.449,
278,01/13/21 07:37:00 PM,53.449,
279,01/13/21 07:38:00 PM,53.449,
280,01/13/21 07:39:00 PM,53.449,
281,01/13/21 07:40:00 PM,53.449,
282,01/13/21 07:41:00 PM,53.449,
283,01/13/21 07:42:00 PM,53.449,
284,01/13/21 07:43:00 PM,53.449,
285,01/13/21 07:44:00 PM,53.449,
286,01/13/21 07:45:00 PM,53.449,
287,01/13/21 07:46:00 PM,53.449,
288,01/13/21 07:47:00 PM,53.449,
289,01/13/21 07:48:00 PM,53.449,
290,01/13/21 07:49:00 PM,53.449,
291,01/13/21 07:50:00 PM,53.449,
292,01/13/21 07:51:00 PM,53.449,
293,01/13/21 07:52:00 PM,53.449,
294,01/13/21 07:53:00 PM,53.449,
295,01/13/21 07:54:00 PM,53.449,
296,01/13/21 07:55:00 PM,53.449,
297,01/13/21 07:56:00 PM,53.449,
298,01/13/21 07:57:00 PM,53.449,
299,01/13/21 07:58:00 PM,53.449,
300,01/13/21 07:59:00 PM,53.449,
301,01/13/21 08:00:00 PM,53.449,
302,01/13/21 08:01:00 PM,53.449,
303,01/13/21 08:02:00 PM,53.449,
304,01/13/21 08:03:00 PM,53.449,
305,01/13/21 08:04:00 PM,53.449,
306,01/13/21 08:05:00 PM,53.449,
307,01/13/21 08:06:00 PM,53.449,
308,01/13/21 08:07:00 PM,53.449,
309,01/13/21 08:08:00 PM,53.449,
310,01/13/21 08:09:00 PM,53.449,
311,01/13/21 08:10:00 PM,53.449,
312,01/13/21 08:11:00 PM,53.449,
313,01/13/21 08:12:00 PM,53.449,
314,01/13/21 08:13:00 PM,53.449,
315,01/13/21 08:14:00 PM,53.449,
316,01/13/21 08:15:00 PM,53.449,
317,01/13/21 08:16:00 PM,53.449,
318,01/13/21 08:17:00 PM,53.449,
319,01/13/21 08:18:00 PM,53.449,
320,01/13/21 08:19:00 PM,53.449,
321,01/13/21 08:20:00 PM,53.449,
322,01/13/21 08:21:00 PM,53.449,
323,01/13/21 08:22:00 PM,53.449,
324,01/13/21 08:23:00 PM,53.449,
325,01/13/21 08:24:00 PM,53.449,
326,01/13/21 08:25:00 PM,53.449,
327,01/13/21 08:26:00 PM,53.449,
328,01/13/21 08:27:00 PM,53.449,
329,01/13/21 08:28:00 PM,53.449,
330,01/13/21 08:29:00 PM,53.449,
331,01/13/21 08:30:00 PM,53.449,
332,01/13/21 08:31:00 PM,53.449,
333,01/13/21 08:32:00 PM,53.449,
334,01/13/21 08:33:00 PM,53.449,
335,01/13/21 08:34:00 PM,53.449,
336,01/13/21 08:35:00 PM,53.449,
337,01/13/21 08:36:00 PM,53.449,
338,01/13/21 08:37:00 PM,53.449,
339,01/13/21 08:38:00 PM,53.449,
340,01/13/21 08:39:00 PM,53.449,
341,01/13/21 08:40:00 PM,53.449,
342,01/13/21 08:41:00 PM,53.449,
343,01/13/21 08:42:00 PM,53.449,
344,01/13/21 08:43:00 PM,53.449,
345,01/13/21 08:44:00 PM,53.449,
346,01/13/21 08:45:00 PM,53.449,
347,01/13/21 08:46:00 PM,53.449,
348,01/13/21 08:47:00 PM,53.449,
349,01/13/21 08:48:00 PM,53.449,
350,01/13/21 08:49:00 PM,53.449,
351,01/13/21 08:50:00 PM,53.449,
352,01/13/21 08:51:00 PM,53.449,
353,01/13/21 08:52:00 PM,53.449,
354,01/13/21 08:53:00 PM,53.449,
355,01/13/21 08:54:00 PM,53.449,
356,01/13/21 08:55:00 PM,53.449,
357,01/13/21 08:56:00 PM,53.449,
358,01/13/21 08:57:00 PM,53.449,
359,01/13/21 08:58:00 PM,53.449,
360,01/13/21 08:59:00 PM,53.449,
361,01/13/21 09:00:00 PM,53.449,
362,01/13/21 09:01:00 PM,53.449,
363,01/13/21 09:02:00 PM,53.449,
364,01/13/21 09:03:00 PM,53.449,
365,01/13/21 09:04:00 PM,53.449,
366,01/13/21 09:05:00 PM,53.449,
367,01/13/21 09:06:00 PM,53.449,
368,01/13/21 09:07:00 PM,53.449,
369,01/13/21 09:08:00 PM,53.449,
370,01/13/21 09:09:00 PM,53.449,
371,01/13/21 09:10:00 PM,53.449,
372,01/13/21 09:11:00 PM,53.449,
373,01/13/21 09:12:00 PM,53.449,
374,01/13/21 09:13:00 PM,53.449,
375,01/13/21 09:14:00 PM,53.449,
376,01/13/21 09:15:00 PM,53.449,
377,01/13/21 09:16:00 PM,53.449,
378,01/13/21 09:17:00 PM,53.449,
379,01/13/21 09:18:00 PM,53.449,
380,01/13/21 09:19:00 PM,53.449,
381,01/13/21 09:20:00 PM,53.449,
382,01/13/21 09:21:00 PM,53.449,
383,01/13/21 09:22:00 PM,53.449,
384,01/13/21 09:23:00 PM,53.449,
385,01/13/21 09:24:00 PM,53.449,
386,01/13/21 09:25:00 PM,53.449,
387,01/13/21 09:26:00 PM,53.449,
388,01/13/21 09:27:00 PM,53.449,
389,01/13/21 09:28:00 PM,53.449,
390,01/13/21 09:29:00 PM,53.449,
391,01/13/21 09:30:00 PM,53.449,
392,01/13/21 09:31:00 PM,53.449,
393,01/13/21 09:32:00 PM,53.449,
394,01/13/21 09:33:00 PM,53.449,
395,01/13/21 09:34:00 PM,53.449,
396,01/13/21 09:35:00 PM,53.449,
397,01/13/21 09:36:00 PM,53.449,
398,01/13/21 09:37:00 PM,53.449,
399,01/13/21 09:38:00 PM,53.449,
400,01/13/21 09:39:00 PM,53.449,
401,01/13/21 09:40:00 PM,53.449,
402,01/13/21 09:41:00 PM,53.449,
403,01/13/21 09:42:00 PM,53.449,
404,01/13/21 09:43:00 PM,53.449,
405,01/13/21 09:44:00 PM,53.449,
406,01/13/21 09:45:00 PM,53.449,
407,01/13/21 09:46:00 PM,53.449,
408,01/13/21 09:47:00 PM,53.449,
409,01/13/21 09:48:00 PM,53.449,
410,01/13/21 09:49:00 PM,53.449,
411,01/13/21 09:50:00 PM,53.449,
412,01/13/21 09:51:00 PM,53.449,
413,01/13/21 09:52:00 PM,53.449,
414,01/13/21 09:53:00 PM,53.449,
415,01/13/21 09:54:00 PM,53.449,
416,01/13/21 09:55:00 PM,53.449,
417,01/13/21 09:56:00 PM,53.449,
418,01/13/21 09:57:00 PM,53.449,
419,01/13/21 09:58:00 PM,53.449,
420,01/13/21 09:59:00 PM,53.449,
421,01/13/21 10:00:00 PM,53.449,
422,01/13/21 10:01:00 PM,53.449,
423,01/13/21 10:02:00 PM,53.449,
424,01/13/21 10:03:00 PM,53.449,
425,01/13/21 10:04:00 PM,53.449,
426,01/13/21 10:05:00 PM,53.449,
427,01/13/21 10:06:00 PM,53.449,
428,01/13/21 10:07:00 PM,53.449,
429,01/13/21 10:08:00 PM,53.449,
430,01/13/21 10:09:00 PM,53.449,
431,01/13/21 10:10:00 PM,53.449,
432,01/13/21 10:11:00 PM,53.449,
433,01/13/21 10:12:00 PM,53.449,
434,01/13/21 10:13:00 PM,53.449,
435,01/13/21 10:14:00 PM,53.449,
436,01/13/21 10:15:00 PM,53.449,
437,01/13/21 10:16:00 PM,53.449,
438,01/13/21 10:17:00 PM,53.449,
439,01/13/21 10:18:00 PM,53.449,
440,01/13/21 10:19:00 PM,53.449,
441,01/13/21 10:20:00 PM,53.449,
442,01/13/21 10:21:00 PM,53.449,
443,01/13/21 10:22:00 PM,53.449,
444,01/13/21 10:23:00 PM,53.449,
445,01/13/21 10:24:00 PM,53.449,
446,01/13/21 10:25:00 PM,53.449,
447,01/13/21 10:26:00 PM,53.449,
448,01/13/21 10:27:00 PM,53.449,
449,01/13/21 10:28:00 PM,53.449,
450,01/13/21 10:29:00 PM,53.449,
451,01/13/21 10:30:00 PM,53.449,
452,01/13/21 10:31:00 PM,53.449,
453,01/13/21 10:32:00 PM,53.449,
454,01/13/21 10:33:00 PM,53.449,
455,01/13/21 10:34:00 PM,53.449,
456,01/13/21 10:35:00 PM,53.449,
457,01/13/21 10:36:00 PM,53.449,
458,01/13/21 10:37:00 PM,53.449,
459,01/13/21 10:38:00 PM,53.449,
460,01/13/21 10:39:00 PM,53.449,
461,01/13/21 10:40:00 PM,53.449,
462,01/13/21 10:41:00 PM,53.449,
463,01/13/21 10:42:00 PM,53.449,
464,01/13/21 10:43:00 PM,53.449,
465,01/13/21 10:44:00 PM,53.449,
466,01/13/21 10:45:00 PM,53.449,
467,01/13/21 10:46:00 PM,53.449,
468,01/13/21 10:47:00 PM,53.449,
469,01/13/21 10:48:00 PM,53.449,
470,01/13/21 10:49:00 PM,53.449,
471,01/13/21 10:50:00 PM,53.449,
472,01/13/21 10:51:00 PM,53.449,
473,01/13/21 10:52:00 PM,53.449,
474,01/13/21 10:53:00 PM,53.449,
475,01/13/21 10:54:00 PM,53.449,
476,01/13/21 10:55:00 PM,53.449,
477,01/13/21 10:56:00 PM,53.449,
478,01/13/21 10:57:00 PM,53.449,
479,01/13/21 10:58:00 PM,53.449,
480,01/13/21 10:59:00 PM,53.449,
481,01/13/21 11:00:00 PM,53.449,
482,01/13/21 11:01:00 PM,53.449,
483,01/13/21 11:02:00 PM,53.274,
484,01/13/21 11:03:00 PM,53.449,
485,01/13/21 11:04:00 PM,53.274,
486,01/13/21 11:05:00 PM,53.449,
487,01/13/21 11:06:00 PM,53.449,
488,01/13/21 11:07:00 PM,53.274,
489,01/13/21 11:08:00 PM,53.274,
490,01/13/21 11:09:00 PM,53.449,
491,01/13/21 11:10:00 PM,53.449,
492,01/13/21 11:11:00 PM,53.274,
493,01/13/21 11:12:00 PM,53.274,
494,01/13/21 11:13:00 PM,53.274,
495,01/13/21 11:14:00 PM,53.274,
496,01/13/21 11:15:00 PM,53.274,
497,01/13/21 11:16:00 PM,53.274,
498,01/13/21 11:17:00 PM,53.274,
499,01/13/21 11:18:00 PM,53.274,
500,01/13/21 11:19:00 PM,53.274,
501,01/13/21 11:20:00 PM,53.274,
502,01/13/21 11:21:00 PM,53.274,
503,01/13/21 11:22:00 PM,53.274,
504,01/13/21 11:23:00 PM,53.449,
505,01/13/21 11:24:00 PM,53.274,
506,01/13/21 11:25:00 PM,53.274,
507,01/13/21 11:26:00 PM,53.274,
508,01/13/21 11:27:00 PM,53.449,
509,01/13/21 11:28:00 PM,53.274,
510,01/13/21 11:29:00 PM,53.274,
511,01/13/21 11:30:00 PM,53.274,
512,01/13/21 11:31:00 PM,53.274,
513,01/13/21 11:32:00 PM,53.274,
514,01/13/21 11:33:00 PM,53.274,
515,01/13/21 11:34:00 PM,53.274,
516,01/13/21 11:35:00 PM,53.274,
517,01/13/21 11:36:00 PM,53.274,
518,01/13/21 11:37:00 PM,53.274,
519,01/13/21 11:38:00 PM,53.274,
520,01/13/21 11:39:00 PM,53.274,
521,01/13/21 11:40:00 PM,53.274,
522,01/13/21 11:41:00 PM,53.274,
523,01/13/21 11:42:00 PM,53.274,
524,01/13/21 11:43:00 PM,53.274,
525,01/13/21 11:44:00 PM,53.274,
526,01/13/21 11:45:00 PM,53.274,
527,01/13/21 11:46:00 PM,53.274,
528,01/13/21 11:47:00 PM,53.274,
529,01/13/21 11:48:00 PM,53.274,
530,01/13/21 11:49:00 PM,53.274,
531,01/13/21 11:50:00 PM,53.274,
532,01/13/21 11:51:00 PM,53.274,
533,01/13/21 11:52:00 PM,53.274,
534,01/13/21 11:53:00 PM,53.274,
535,01/13/21 11:54:00 PM,53.274,
536,01/13/21 11:55:00 PM,53.274,
537,01/13/21 11:56:00 PM,53.274,
538,01/13/21 11:57:00 PM,53.274,
539,01/13/21 11:58:00 PM,53.274,
540,01/13/21 11:59:00 PM,53.274,
541,01/14/21 12:00:00 AM,53.274,
542,01/14/21 12:01:00 AM,53.274,
543,01/14/21 12:02:00 AM,53.274,
544,01/14/21 12:03:00 AM,53.274,
545,01/14/21 12:04:00 AM,53.274,
546,01/14/21 12:05:00 AM,53.274,
547,01/14/21 12:06:00 AM,53.274,
548,01/14/21 12:07:00 AM,53.274,
549,01/14/21 12:08:00 AM,53.274,
550,01/14/21 12:09:00 AM,53.274,
551,01/14/21 12:10:00 AM,53.274,
552,01/14/21 12:11:00 AM,53.274,
553,01/14/21 12:12:00 AM,53.274,
554,01/14/21 12:13:00 AM,53.274,
555,01/14/21 12:14:00 AM,53.274,
556,01/14/21 12:15:00 AM,53.274,
557,01/14/21 12:16:00 AM,53.274,
558,01/14/21 12:17:00 AM,53.274,
559,01/14/21 12:18:00 AM,53.274,
560,01/14/21 12:19:00 AM,53.274,
561,01/14/21 12:20:00 AM,53.274,
562,01/14/21 12:21:00 AM,53.274,
563,01/14/21 12:22:00 AM,53.274,
564,01/14/21 12:23:00 AM,53.274,
565,01/14/21 12:24:00 AM,53.274,
566,01/14/21 12:25:00 AM,53.274,
567,01/14/21 12:26:00 AM,53.274,
568,01/14/21 12:27:00 AM,53.274,
569,01/14/21 12:28:00 AM,53.274,
570,01/14/21 12:29:00 AM,53.274,
571,01/14/21 12:30:00 AM,53.274,
572,01/14/21 12:31:00 AM,53.274,
573,01/14/21 12:32:00 AM,53.274,
574,01/14/21 12:33:00 AM,53.274,
575,01/14/21 12:34:00 AM,53.274,
576,01/14/21 12:35:00 AM,53.274,
577,01/14/21 12:36:00 AM,53.274,
578,01/14/21 12:37:00 AM,53.274,
579,01/14/21 12:38:00 AM,53.274,
580,01/14/21 12:39:00 AM,53.274,
581,01/14/21 12:40:00 AM,53.274,
582,01/14/21 12:41:00 AM,53.274,
583,01/14/21 12:42:00 AM,53.274,
584,01/14/21 12:43:00 AM,53.274,
585,01/14/21 12:44:00 AM,53.274,
586,01/14/21 12:45:00 AM,53.274,
587,01/14/21 12:46:00 AM,53.274,
588,01/14/21 12:47:00 AM,53.274,
589,01/14/21 12:48:00 AM,53.274,
590,01/14/21 12:49:00 AM,53.274,
591,01/14/21 12:50:00 AM,53.274,
592,01/14/21 12:51:00 AM,53.274,
593,01/14/21 12:52:00 AM,53.274,
594,01/14/21 12:53:00 AM,53.274,
595,01/14/21 12:54:00 AM,53.274,
596,01/14/21 12:55:00 AM,53.274,
597,01/14/21 12:56:00 AM,53.274,
598,01/14/21 12:57:00 AM,53.274,
599,01/14/21 12:58:00 AM,53.274,
600,01/14/21 12:59:00 AM,53.274,
601,01/14/21 01:00:00 AM,53.274,
602,01/14/21 01:01:00 AM,53.274,
603,01/14/21 01:02:00 AM,53.274,
604,01/14/21 01:03:00 AM,53.274,
605,01/14/21 01:04:00 AM,53.274,
606,01/14/21 01:05:00 AM,53.274,
607,01/14/21 01:06:00 AM,53.274,
608,01/14/21 01:07:00 AM,53.274,
609,01/14/21 01:08:00 AM,53.274,
610,01/14/21 01:09:00 AM,53.274,
611,01/14/21 01:10:00 AM,53.274,
612,01/14/21 01:11:00 AM,53.274,
613,01/14/21 01:12:00 AM,53.274,
614,01/14/21 01:13:00 AM,53.274,
615,01/14/21 01:14:00 AM,53.274,
616,01/14/21 01:15:00 AM,53.274,
617,01/14/21 01:16:00 AM,53.274,
618,01/14/21 01:17:00 AM,53.274,
619,01/14/21 01:18:00 AM,53.274,
620,01/14/21 01:19:00 AM,53.274,
621,01/14/21 01:20:00 AM,53.274,
622,01/14/21 01:21:00 AM,53.274,
623,01/14/21 01:22:00 AM,53.274,
624,01/14/21 01:23:00 AM,53.274,
625,01/14/21 01:24:00 AM,53.274,
626,01/14/21 01:25:00 AM,53.274,
627,01/14/21 01:26:00 AM,53.274,
